gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,best_gwas_p,largest_weight
ENSG00000170956.16,CEACAM3,0.09628499299287795,NA,0.9232942295637038,0.010488180292142773,NA,NA,NA,1,1,1,0.9232942295637038,0.153695541333509
ENSG00000115762.16,PLEKHB2,0.0962589830160141,NA,0.9233148865728843,0.00042994759613989935,NA,NA,NA,1,2,2,0.9233148865728843,0.10099186716641
ENSG00000143869.6,GDF7,-0.09603308098617397,NA,0.9234942991447604,0.02101117540260261,NA,NA,NA,2,3,3,0.4280177661044402,0.15755001413784198
ENSG00000257219.5,RP11-54A9.1,-0.09602145737926306,NA,0.9235035307794394,0.034734740889490426,NA,NA,NA,2,2,2,0.6601023067363239,0.213236339835977
ENSG00000025156.12,HSF2,-0.09597382541113249,NA,0.9235413608766715,0.05555615675109998,NA,NA,NA,3,3,3,0.107049884247,0.29185556217012104
ENSG00000123453.17,SARDH,-0.09596206003385721,NA,0.9235507051606168,0.06669826750904036,NA,NA,NA,3,3,3,0.28260245201160505,0.35469268310454294
ENSG00000119523.9,ALG2,-0.095824733376503,NA,0.9236597733549639,0.000588014100567795,NA,NA,NA,1,1,1,0.9236597733549639,0.148049925123075
ENSG00000103653.16,CSK,-0.0957140326499939,NA,0.9237476956278967,0.010903404072723352,NA,NA,NA,1,1,1,0.9237476956278967,0.164595686873816
ENSG00000160284.14,SPATC1L,-0.09568499162415102,NA,0.9237707611502441,0.3345633549491241,NA,NA,NA,3,5,5,0.3857610197970034,0.95406656217061
ENSG00000109846.7,CRYAB,0.09563272446393968,NA,0.9238122739414139,0.004601056098186918,NA,NA,NA,1,1,1,0.9238122739414139,0.10866103824208198
ENSG00000188643.10,S100A16,-0.09554465115070343,NA,0.9238822259643902,0.0026209617894316314,NA,NA,NA,1,1,1,0.9238822259643902,0.0716358293139411
ENSG00000251513.2,LIX1-AS1,0.09554233402013777,NA,0.9238840663478701,0.03207093781673207,NA,NA,NA,1,1,1,0.9238840663478701,0.49644498203859905
ENSG00000176907.4,C8orf4,-0.09522427458997616,NA,0.9241366892593532,0.00019819746300782061,NA,NA,NA,2,2,2,0.8556998001829432,0.0202263683795044
ENSG00000168778.11,TCTN2,-0.09522293362280644,NA,0.9241377543564886,0.12299707883395923,NA,NA,NA,3,3,3,0.4736026602855111,0.6748755493209019
ENSG00000073050.11,XRCC1,0.09508373873149947,NA,0.9242483141635272,0.004404502038845843,NA,NA,NA,2,2,2,0.5903305932570773,0.10915553556815802
ENSG00000248202.1,RP11-455B3.1,0.09472102902499736,NA,0.9245364143295659,0.06471654778506335,NA,NA,NA,2,2,2,0.21998527779473354,0.7052312152621519
ENSG00000144674.16,GOLGA4,0.09468942822768434,NA,0.9245615152987636,0.0034929313214053046,NA,NA,NA,2,2,2,0.4490528089275768,0.194055266878136
ENSG00000163453.11,IGFBP7,0.09461130201816559,NA,0.9246235723964126,1.3166001327678678e-05,NA,NA,NA,1,1,1,0.9246235723964126,0.00876327141758325
ENSG00000166816.13,LDHD,0.0945306610010419,NA,0.9246876275334834,0.006703140794134262,NA,NA,NA,2,2,2,0.4696619470469038,0.157531016179846
ENSG00000100461.17,RBM23,-0.09446497742009285,NA,0.9247398019731323,0.02700346626431816,NA,NA,NA,2,2,2,0.7215246847302662,0.670390741295478
ENSG00000100014.19,SPECC1L,-0.09428489265074168,NA,0.9248828503700101,0.012139989812575955,NA,NA,NA,3,3,3,0.07366591155945752,0.345007484744085
ENSG00000227260.1,LINC01985,-0.09420964121818542,NA,0.9249426262547378,5.133658914998125e-13,NA,NA,NA,1,1,1,0.9249426262547378,1.06810729513442e-06
ENSG00000196839.12,ADA,0.09414269727497869,NA,0.9249958034515109,0.01689123850569455,NA,NA,NA,3,4,4,0.21020448431888727,0.24697528579460104
ENSG00000198258.10,UBL5,0.09408445656299591,NA,0.9250420674733694,8.46597263232198e-08,NA,NA,NA,1,1,1,0.9250420674733694,0.00084319082196232
ENSG00000127452.8,FBXL12,0.09408445656299591,NA,0.9250420674733694,0.0011317291213882965,NA,NA,NA,1,1,1,0.9250420674733694,0.0974896892652777
ENSG00000165124.17,SVEP1,-0.09385424852371216,NA,0.9252249377342133,0.0002584734094510099,NA,NA,NA,1,1,1,0.9252249377342133,0.0376782940501846
ENSG00000163702.18,IL17RC,-0.0936747522050232,NA,0.9253675268893683,0.1531516106970162,NA,NA,NA,5,5,5,0.1832111052006452,0.55822256853623
ENSG00000186648.14,CARMIL3,0.09367205924340799,NA,0.9253696661555277,0.04963586621437576,NA,NA,NA,3,3,3,0.8496812864916397,1.00873953622335
ENSG00000163389.10,POGLUT1,-0.09363857966797717,NA,0.9253962620949847,0.367143907239494,NA,NA,NA,4,4,4,0.2645560806380334,1.1036985345743502
ENSG00000198826.10,ARHGAP11A,0.09344463059760694,NA,0.925550335513219,0.1009974348250629,NA,NA,NA,3,4,4,0.5456655870501332,0.292341844338047
ENSG00000239887.4,C1orf226,0.09324588800810395,NA,0.9257082198065921,0.00529457305628713,NA,NA,NA,3,3,3,0.1878761779023187,0.116879699192123
ENSG00000119681.11,LTBP2,-0.09317300468683243,NA,0.9257661202168619,9.683169669236226e-07,NA,NA,NA,1,1,1,0.9257661202168619,0.00469823764967553
ENSG00000006283.17,CACNA1G,-0.09316484255216968,NA,0.9257726044538883,0.007002263286004138,NA,NA,NA,2,2,2,0.6942806043377934,0.11871181047838197
ENSG00000198879.11,SFMBT2,-0.09312418280694587,NA,0.9258049058108108,0.002583794188396352,NA,NA,NA,3,3,3,0.2607815468488476,0.0653181927246207
ENSG00000112902.11,SEMA5A,-0.09306850064942941,NA,0.9258491416342816,0.0030265537098645157,NA,NA,NA,2,2,2,0.21242102237101324,0.113201419760874
ENSG00000163393.12,SLC22A15,-0.09304462489342007,NA,0.9258681094273002,0.03374075024071106,NA,NA,NA,2,2,2,0.2706634817194883,0.263108040413115
ENSG00000076043.9,REXO2,0.09302906692028047,NA,0.9258804692853746,0.000941360439989275,NA,NA,NA,1,1,1,0.9258804692853746,0.0495181447053692
ENSG00000197579.7,TOPORS,-0.09295476030231077,NA,0.9259395015951786,0.0003173585413887371,NA,NA,NA,2,2,2,0.40763532219898413,0.0287149621839567
ENSG00000053108.16,FSTL4,0.09292582877752621,NA,0.9259624861284151,0.06336104042708722,NA,NA,NA,2,2,2,0.45290814482478525,0.421576166250978
ENSG00000081386.12,ZNF510,-0.09285937249660492,NA,0.9260152822868554,6.0599716206370584e-05,NA,NA,NA,1,1,1,0.9260152822868554,0.0495829498375025
ENSG00000138002.14,IFT172,-0.09283652901649475,NA,0.9260334303532196,6.071031112340359e-07,NA,NA,NA,1,1,1,0.9260334303532196,0.00269613425181847
ENSG00000166275.15,BORCS7,0.09257154410363348,NA,0.9262439511650996,0.1391320851325244,NA,NA,NA,3,3,3,0.5679915757041161,0.6344379946625329
ENSG00000132965.9,ALOX5AP,0.09255050867795943,NA,0.9262606632621061,7.79889425231078e-06,NA,NA,NA,1,1,1,0.9262606632621061,0.007525916124502621
ENSG00000008256.15,CYTH3,0.09254801273345947,NA,0.9262626462270661,0.0003259254848013642,NA,NA,NA,1,1,1,0.9262626462270661,0.0989373686794212
ENSG00000104537.16,ANXA13,-0.09247121214866638,NA,0.9263236625786823,0.022317318669411758,NA,NA,NA,1,1,1,0.9263236625786823,0.210809446181203
ENSG00000119977.20,TCTN3,0.092400417955353,NA,0.9263799073700666,0.024187318654778314,NA,NA,NA,3,3,3,0.44914223097924133,0.204453245539182
ENSG00000151498.11,ACAD8,-0.0922325015686068,NA,0.9265133155752071,0.103431965899801,NA,NA,NA,2,2,2,0.8531103002259006,0.306641872420078
ENSG00000001629.9,ANKIB1,0.09208005803293337,NA,0.9266344325153135,0.0008040460682947476,NA,NA,NA,2,2,2,0.21079818671120565,0.0754588639092658
ENSG00000111142.13,METAP2,0.09204970370063836,NA,0.9266585493450953,0.0014919775861443202,NA,NA,NA,3,3,3,0.018375697181361606,0.0465740405338545
ENSG00000262655.3,SPON1,0.09199780225753786,NA,0.9266997857325359,0.007066372078136116,NA,NA,NA,1,2,2,0.926699785732536,0.16008086831968
ENSG00000189283.9,FHIT,0.0918244570493698,NA,0.9268375122343113,0.004856748932905749,NA,NA,NA,1,1,1,0.9268375122343113,0.12316712904339999
ENSG00000170906.15,NDUFA3,0.09179176390171051,NA,0.9268634878901881,0.04355590743519814,NA,NA,NA,1,2,2,0.9268634878901881,0.345400902769325
ENSG00000188958.9,UTS2B,0.09174946591319148,NA,0.9268970949869084,0.10165393067124479,NA,NA,NA,2,2,2,0.20837002262938986,0.560792617445709
ENSG00000172123.12,SLFN12,-0.09166245938769976,NA,0.9269662248477352,0.04775218420433733,NA,NA,NA,2,3,3,0.8356275761770585,0.5134331177767021
ENSG00000169991.10,IFFO2,0.09156522154808044,NA,0.9270434845135129,0.002716528674858238,NA,NA,NA,1,1,1,0.9270434845135129,0.0782410042562211
ENSG00000013523.9,ANGEL1,0.0914962664246559,NA,0.927098272755928,0.010518514020054772,NA,NA,NA,1,1,1,0.927098272755928,0.17709618183129697
ENSG00000204469.12,PRRC2A,-0.09144101286707186,NA,0.9271421746787951,0.005842828931109092,NA,NA,NA,3,3,3,0.4280028287681623,0.15379455092667801
ENSG00000223704.1,LINC01422,-0.09131529758328197,NA,0.927242063058608,0.058155018682546106,NA,NA,NA,2,3,3,0.9435680985321836,0.32119121371548
ENSG00000166225.8,FRS2,-0.09122046828269957,NA,0.9273174114196174,0.011281887358115765,NA,NA,NA,1,1,1,0.9273174114196174,0.16907408597927698
ENSG00000170545.16,SMAGP,0.09094958751721452,NA,0.9275326482906636,0.0036918063161187702,NA,NA,NA,3,3,3,0.20937760226542035,0.235757189254531
ENSG00000027644.4,INSRR,-0.09089597314596179,NA,0.9275752499124976,1.5684545204970784e-06,NA,NA,NA,1,1,1,0.9275752499124976,0.0028694712521228
ENSG00000164011.17,ZNF691,0.09076856076717377,NA,0.9276764917716664,0.0017932659903569694,NA,NA,NA,1,1,1,0.9276764917716664,0.0873689530423763
ENSG00000138496.16,PARP9,-0.09053913109339383,NA,0.927858799511161,0.02324073799938874,NA,NA,NA,2,2,2,0.24280119395966548,0.23768616479876603
ENSG00000121361.3,KCNJ8,0.09048522263765335,NA,0.9279016364061655,2.3060519592605617e-08,NA,NA,NA,1,1,1,0.9279016364061655,0.000806747783388353
ENSG00000197251.3,LINC00336,-0.09046541154384613,NA,0.9279173788080671,0.06373430538013089,NA,NA,NA,1,1,1,0.9279173788080671,0.42660735162856295
ENSG00000274373.1,RP13-714J12.1,-0.09043031185865404,NA,0.9279452699850324,0.005037441481084213,NA,NA,NA,1,1,1,0.9279452699850324,0.15852934697936702
ENSG00000260646.1,LA16c-385E7.1,0.09036963433027269,NA,0.9279934862297335,0.00024048123576151493,NA,NA,NA,1,1,1,0.9279934862297335,0.0537636484304115
ENSG00000128203.6,ASPHD2,0.09021343620084743,NA,0.928117607320495,0.016545016272978674,NA,NA,NA,2,2,2,0.5671131263764204,0.187000109562685
ENSG00000197361.7,FBXL22,-0.09006780566525927,NA,0.9282333325669907,0.016782827394989968,NA,NA,NA,3,3,3,0.8264021768238016,0.538216511599608
ENSG00000106477.18,CEP41,0.09004400465369863,NA,0.9282522461756268,0.008802205298909453,NA,NA,NA,2,2,2,0.8403034014308456,0.104726531348969
ENSG00000283000.1,RP11-297A16.4,-0.08999170362949371,NA,0.928293807623109,0.0028268560703758115,NA,NA,NA,1,1,1,0.928293807623109,0.0826306710585933
ENSG00000119392.14,GLE1,-0.08988697826862337,NA,0.9283770290972424,0.02172977713922704,NA,NA,NA,1,1,1,0.9283770290972424,0.47240809904626
ENSG00000177576.11,C18orf32,0.089862932827841,NA,0.9283961372540072,0.016417449065657952,NA,NA,NA,2,2,2,0.6364476839991022,0.47884487943711695
ENSG00000106635.7,BCL7B,0.089731799585435,NA,0.9285003454504647,0.007660986037764815,NA,NA,NA,2,2,2,0.6873431238986425,0.26591571295245997
ENSG00000163888.3,CAMK2N2,-0.08963919430971147,NA,0.9285739372070175,0.006045583710903873,NA,NA,NA,1,1,1,0.9285739372070175,0.127091814814515
ENSG00000235750.9,KIAA0040,0.0896139750891354,NA,0.9285939785764744,0.01644289000156249,NA,NA,NA,2,2,2,0.8684819839806251,0.161536645814868
ENSG00000221843.4,C2orf16,0.08961281983485563,NA,0.9285948966423255,0.01919484116857449,NA,NA,NA,2,2,2,0.856315871743669,0.195501024372175
ENSG00000197965.11,MPZL1,-0.08948249369859694,NA,0.928698465771503,0.003986901581610045,NA,NA,NA,1,1,1,0.928698465771503,0.0886271760831372
ENSG00000163815.5,CLEC3B,0.08944600075483321,NA,0.9287274666360611,0.006856379302058508,NA,NA,NA,1,1,1,0.9287274666360611,0.12092838075779101
ENSG00000259604.5,RP11-66B24.1,0.0892927423119545,NA,0.9288492618267999,0.0615433422103325,NA,NA,NA,1,2,2,0.9288492618267999,0.3528427456129579
ENSG00000152457.17,DCLRE1C,-0.08884866765435752,NA,0.9292021794049458,0.021201428221350474,NA,NA,NA,2,2,2,0.7182754335268196,0.21955741048185
ENSG00000133704.9,IPO8,0.08880893141031265,NA,0.9292337595022152,0.02208187157002736,NA,NA,NA,1,1,1,0.9292337595022152,0.24735227800637805
ENSG00000274925.1,CTD-2547G23.4,0.08880853537898456,NA,0.9292340742458568,0.021466871120236573,NA,NA,NA,2,2,2,0.58205831968623,0.215129425609817
ENSG00000122068.12,FYTTD1,-0.08851289837959947,NA,0.9294690331518389,6.6609407148873315e-06,NA,NA,NA,2,2,2,0.24390707724108163,0.006472300421135221
ENSG00000138768.14,USO1,-0.08847612470671858,NA,0.9294982596329691,0.0053316849547857285,NA,NA,NA,2,2,2,0.39993399691768816,0.0873667984681652
ENSG00000139899.10,CBLN3,0.08838466150801229,NA,0.9295709519262109,0.9792368243996256,NA,NA,NA,3,3,3,0.3037514212049107,0.9423190894432671
ENSG00000268926.2,RP11-180I4.4,-0.08829425716385778,NA,0.9296428032500955,0.0013891668800901133,NA,NA,NA,2,2,2,0.2806824925244593,0.0503752318924451
ENSG00000105519.15,CAPS,0.08816843479871751,NA,0.9297428049688383,0.00460003155250938,NA,NA,NA,1,1,1,0.9297428049688383,0.10754292169153301
ENSG00000205611.4,LINC01597,-0.08807851279968024,NA,0.9298142742977136,0.12233018727884803,NA,NA,NA,2,2,2,0.6773993983839957,0.366554803344962
ENSG00000197147.13,LRRC8B,0.08797448278212297,NA,0.9298969572798523,0.06620458126024921,NA,NA,NA,2,2,2,0.5072225353142159,0.21830104117250898
ENSG00000164252.12,AGGF1,0.08777134468579895,NA,0.9300584134714457,0.0009762939335810403,NA,NA,NA,2,2,2,0.511648673564576,0.0747188181163936
ENSG00000164815.10,ORC5,-0.08756791818266649,NA,0.9302201017765285,0.004838457919147905,NA,NA,NA,2,2,2,0.3866248465881501,0.0647813891195135
ENSG00000138160.5,KIF11,-0.08756054606591754,NA,0.9302259613673558,5.2446318975986926e-05,NA,NA,NA,2,2,2,0.9361397147510673,0.0191303486073225
ENSG00000197558.11,SSPO,-0.08753443168597812,NA,0.9302467179303193,0.057274978318571236,NA,NA,NA,2,3,3,0.19873689711508236,0.36196866526977706
ENSG00000168481.8,LGI3,-0.08737030818088987,NA,0.9303771697436343,0.00040660248510813486,NA,NA,NA,2,2,2,0.12425578697844769,0.0323324668199593
ENSG00000198755.10,RPL10A,0.08731229517299682,NA,0.9304232812103672,0.049878143135223436,NA,NA,NA,4,4,4,0.29290761555504197,0.670099547339506
ENSG00000072042.12,RDH11,-0.08684721707700527,NA,0.9307929555800878,0.0033761517344470483,NA,NA,NA,2,2,2,0.5885841172773068,0.0648963286367954
ENSG00000270000.1,RP3-449M8.9,0.08674049377441406,NA,0.9308777883230595,0.06841050697658109,NA,NA,NA,1,1,1,0.9308777883230595,0.524904530316061
ENSG00000172339.9,ALG14,0.08667672425508499,NA,0.9309284781266863,0.0012763765154221113,NA,NA,NA,1,1,1,0.9309284781266863,0.184351129724228
ENSG00000241553.12,ARPC4,0.08658691495656967,NA,0.9309998671860802,0.0006217421576437795,NA,NA,NA,1,1,1,0.9309998671860802,0.0764572285262051
ENSG00000104415.13,WISP1,-0.08646348753639141,NA,0.9310979800642548,0.008924457617909418,NA,NA,NA,4,4,4,0.19085015262922533,0.127247824478932
ENSG00000071794.15,HLTF,0.08627349947630024,NA,0.9312490042683647,0.003147935463460789,NA,NA,NA,2,2,2,0.24662812788345445,0.150201835227045
ENSG00000185033.14,SEMA4B,0.08607736206356822,NA,0.9314049192769907,0.0072130855281514,NA,NA,NA,2,2,2,0.4456267093182793,0.13135341814529
ENSG00000143924.18,EML4,-0.0860731825232506,NA,0.9314082417368821,0.004053147686929572,NA,NA,NA,1,1,1,0.9314082417368821,0.0930123694582187
ENSG00000259124.1,RP11-187O7.3,0.08593665461756926,NA,0.9315167731067644,0.04585419402406732,NA,NA,NA,3,3,3,0.2779795092833085,0.318963062381088
ENSG00000266313.1,RP11-173M1.4,-0.0859164406051484,NA,0.9315328421237912,0.01754356898190912,NA,NA,NA,2,2,2,0.5334996021059624,0.18029085467338302
ENSG00000050438.16,SLC4A8,0.0859066231839818,NA,0.9315406464383493,0.0072431695134230496,NA,NA,NA,2,2,2,0.5835270338358942,0.124190323789602
ENSG00000163635.17,ATXN7,0.08560351282358168,NA,0.9317816058836692,0.001527241080096758,NA,NA,NA,1,1,1,0.9317816058836692,0.0776796896514513
ENSG00000143751.9,SDE2,0.08550991117954253,NA,0.9318560163508129,0.0026767270760473735,NA,NA,NA,1,1,1,0.9318560163508128,0.113621645717824
ENSG00000175164.13,ABO,-0.08549291538847642,NA,0.9318695275529671,0.23394534217741825,NA,NA,NA,4,4,4,0.03859829007537131,0.668305486143791
ENSG00000166986.14,MARS,-0.08536087721586229,NA,0.9319744950590703,0.0011959737587698511,NA,NA,NA,1,1,1,0.9319744950590703,0.0529890363795622
ENSG00000112539.14,C6orf118,0.08517807722091675,NA,0.9321198190740437,1.5990504830485763e-08,NA,NA,NA,1,1,1,0.9321198190740437,0.000256870822850891
ENSG00000234722.3,LINC01287,-0.08507844805717468,NA,0.9321990241325477,1.2216293200246817e-08,NA,NA,NA,1,1,1,0.9321990241325477,0.000162993195353056
ENSG00000243701.5,DUBR,-0.08492143452167511,NA,0.9323238510561088,0.003851345743203931,NA,NA,NA,1,1,1,0.9323238510561088,0.30363322967326
ENSG00000180198.15,RCC1,0.08485380560159685,NA,0.9323776170614526,0.010295139874981126,NA,NA,NA,1,2,2,0.9323776170614526,0.5748886779125439
ENSG00000147813.15,NAPRT,0.08476682125060159,NA,0.9324467713781487,1.0488917013797583,NA,NA,NA,5,6,6,0.01862435731044841,0.8486412335121309
ENSG00000276293.4,PIP4K2B,-0.08476319855625457,NA,0.9324496515044207,0.011407617923715132,NA,NA,NA,3,4,4,0.12328980398120594,0.529282614615608
ENSG00000185640.5,KRT79,-0.08475486934185028,NA,0.9324562734269691,0.0005483169449691721,NA,NA,NA,1,1,1,0.9324562734269691,0.0326341293419529
ENSG00000172426.15,RSPH9,-0.08472616225481033,NA,0.932479096276289,0.0006851405651082207,NA,NA,NA,1,1,1,0.932479096276289,0.04163902839705
ENSG00000146013.10,GFRA3,0.08463455736637117,NA,0.9325519248156693,0.027638944926966263,NA,NA,NA,1,1,1,0.9325519248156693,0.23961587804243803
ENSG00000188611.14,ASAH2,-0.08459275215864182,NA,0.9325851613542561,7.234199338349996e-05,NA,NA,NA,1,2,2,0.9325851613542561,0.0120602383144215
ENSG00000124507.10,PACSIN1,-0.08455838263034819,NA,0.932612486366999,0.0008650564693472614,NA,NA,NA,1,1,1,0.932612486366999,0.0466412002024393
ENSG00000130653.15,PNPLA7,0.08436758071184158,NA,0.9327641822068182,0.012056578141737292,NA,NA,NA,1,1,1,0.9327641822068182,0.161164637197766
ENSG00000182154.7,MRPL41,-0.0843675807118416,NA,0.9327641822068182,0.06584723935723122,NA,NA,NA,1,1,1,0.9327641822068182,0.37664005812896795
ENSG00000108984.13,MAP2K6,-0.08430736511945726,NA,0.9328120567339842,0.00559324196911471,NA,NA,NA,1,1,1,0.9328120567339842,0.11183907977604199
ENSG00000160199.14,PKNOX1,0.08424043655395506,NA,0.9328652687090406,0.002718683266806677,NA,NA,NA,1,1,1,0.9328652687090406,0.10916004247414
ENSG00000139651.10,ZNF740,-0.08423564583063126,NA,0.9328690776151238,0.02312844624249883,NA,NA,NA,1,1,1,0.9328690776151238,0.29807169826676
ENSG00000073350.13,LLGL2,0.08397522655758838,NA,0.933076128524733,0.011079140022607927,NA,NA,NA,2,2,2,0.8311527191242157,0.142600857904578
ENSG00000136286.14,MYO1G,0.08376438138810892,NA,0.9332437679917445,0.0010486640751087174,NA,NA,NA,2,2,2,0.6525439174446437,0.0604771782373953
ENSG00000128059.8,PPAT,-0.08371526298137073,NA,0.9332828216407181,0.006999926231680516,NA,NA,NA,2,2,2,0.1191148687465392,0.158851862024017
ENSG00000134013.15,LOXL2,-0.0836617723107338,NA,0.9333253518241101,0.0013495711978953348,NA,NA,NA,1,1,1,0.9333253518241101,0.0882374386442008
ENSG00000188825.13,LINC00910,0.08365803956985474,NA,0.9333283197161246,0.003821668164711539,NA,NA,NA,1,1,1,0.9333283197161246,0.0884306067440622
ENSG00000182240.15,BACE2,-0.08355191256833182,NA,0.9334127013909733,0.1496480851522788,NA,NA,NA,3,3,3,0.6429450254574288,0.436225193733267
ENSG00000178105.9,DDX10,-0.08347690111231224,NA,0.9334723435188442,0.003258436053740461,NA,NA,NA,2,2,2,0.7563829637833419,0.10271983621204302
ENSG00000112425.14,EPM2A,-0.0833794434280053,NA,0.9335498333559534,0.0040013795402538506,NA,NA,NA,2,2,2,0.8406309096441332,0.0777804320795158
ENSG00000158805.11,ZNF276,0.08336909560186645,NA,0.9335580610803522,0.019702357700585822,NA,NA,NA,2,2,2,0.4511223456592959,0.34935089194836794
ENSG00000117155.16,SSX2IP,-0.08334465209107442,NA,0.9335774965404275,0.005393879405717462,NA,NA,NA,2,2,2,0.9013123447784622,0.1143024560136
ENSG00000178773.14,CPNE7,-0.08327829092741014,NA,0.933630261654147,0.024203814286280607,NA,NA,NA,1,1,1,0.933630261654147,0.47947116601027795
ENSG00000150764.13,DIXDC1,0.08325120806694032,NA,0.9336517958722765,2.0892707418980073e-05,NA,NA,NA,1,2,2,0.9336517958722765,0.012833272698657
ENSG00000148291.9,SURF2,-0.08322806728150689,NA,0.9336701956924714,0.004447329451485775,NA,NA,NA,3,3,3,0.6439965105155754,0.242605325578562
ENSG00000188822.7,CNR2,0.0831151381134987,NA,0.9337599890209526,0.005306965125605116,NA,NA,NA,1,1,1,0.9337599890209526,0.141796518332827
ENSG00000105186.15,ANKRD27,-0.08284270836071199,NA,0.9339766094585162,0.043082803238184975,NA,NA,NA,4,4,4,0.44866748837257786,0.40184220202839205
ENSG00000179088.14,C12orf42,0.08278738707304001,NA,0.934020598355662,4.928791346337999e-10,NA,NA,NA,1,1,1,0.934020598355662,4.88064241213516e-05
ENSG00000125124.11,BBS2,-0.08276805649978898,NA,0.9340359691697246,0.5373439944661591,NA,NA,NA,3,3,3,0.6525034797078598,0.569929988315169
ENSG00000184203.7,PPP1R2,0.08261138945817949,NA,0.9341605447560151,0.0004733603980258745,NA,NA,NA,1,1,1,0.9341605447560151,0.088233095711139
ENSG00000214021.15,TTLL3,0.08260028988591836,NA,0.9341693707687835,0.010169082455706645,NA,NA,NA,3,3,3,0.6285114896122599,0.1028661935898
ENSG00000267731.1,RP11-147L13.8,0.08257110680062907,NA,0.9341925762316433,0.058272912219539334,NA,NA,NA,4,4,4,0.24367729750450162,0.332166797715152
ENSG00000177721.4,ANXA2R,0.08253968507051468,NA,0.9342175618563071,0.008483136896200519,NA,NA,NA,1,1,1,0.9342175618563071,0.21127866542734802
ENSG00000122694.15,GLIPR2,0.0825298693375359,NA,0.9342253670483363,0.010870396255598073,NA,NA,NA,3,3,3,0.17795228301955224,0.27770042808845596
ENSG00000180346.3,TIGD2,-0.08237362814953136,NA,0.934349606453517,0.008789989278095853,NA,NA,NA,2,2,2,0.33506508800613666,0.171795937370812
ENSG00000173334.3,TRIB1,0.08228781819343567,NA,0.9344178412407295,4.855670592521598e-06,NA,NA,NA,1,1,1,0.9344178412407295,0.00883316367608343
ENSG00000183379.8,SYNDIG1L,-0.08222205772299097,NA,0.9344701333044606,0.008670945312559521,NA,NA,NA,3,3,3,0.7906207218494213,0.481048617162961
ENSG00000221916.3,C19orf73,-0.08221843631814206,NA,0.9344730130173362,0.016468591101749867,NA,NA,NA,3,3,3,0.34119108085344463,0.207885045535005
ENSG00000155097.11,ATP6V1C1,0.08218947798013687,NA,0.9344960404925747,0.003510757645033331,NA,NA,NA,1,1,1,0.9344960404925747,0.0839122528541818
ENSG00000142449.12,FBN3,0.08190437820837258,NA,0.9347227528327913,0.6066980747736975,NA,NA,NA,2,3,3,0.8673233293437839,0.9033057063499109
ENSG00000154511.11,FAM69A,-0.08185003080180125,NA,0.9347659706827836,0.03202080914064588,NA,NA,NA,4,4,4,0.5711242905933075,0.465836262829568
ENSG00000050820.16,BCAR1,-0.08165252953767775,NA,0.9349230281850524,1.0493353100905175e-05,NA,NA,NA,1,1,1,0.9349230281850524,0.0134246039032457
ENSG00000109576.13,AADAT,-0.08162848466240748,NA,0.934942149390432,0.008225378964848366,NA,NA,NA,3,3,3,0.07005400211058309,0.19912554850538802
ENSG00000103569.9,AQP9,-0.08154230325200115,NA,0.9350106837388718,0.00040794241734906726,NA,NA,NA,3,3,3,0.2798196383228373,0.0402549039098657
ENSG00000115902.10,SLC1A4,-0.0815017320231109,NA,0.9350429475077788,0.002295013796753163,NA,NA,NA,2,2,2,0.8772337151762196,0.14367757217835903
ENSG00000162402.13,USP24,-0.08138775080442427,NA,0.9351335902355041,0.016601371027779897,NA,NA,NA,1,1,1,0.9351335902355041,0.20924260038433398
ENSG00000175203.15,DCTN2,-0.08134235441684723,NA,0.9351696916137971,0.003049217976945416,NA,NA,NA,1,1,1,0.9351696916137971,0.11010094719824501
ENSG00000168385.17,SEPT2,0.08131743222475052,NA,0.9351895109894386,0.03152972020562908,NA,NA,NA,1,2,2,0.9351895109894386,0.255913688550734
ENSG00000088882.7,CPXM1,-0.08128789067268372,NA,0.9352130039635591,0.00656026711415341,NA,NA,NA,1,1,1,0.9352130039635591,0.136621559205916
ENSG00000111801.15,BTN3A3,0.08094034323207742,NA,0.9354893959414128,0.00802273891563459,NA,NA,NA,3,3,3,0.5549493311374355,0.282825036118734
ENSG00000033050.7,ABCF2,0.08087981890926954,NA,0.9355375295540613,0.00945319110772817,NA,NA,NA,2,2,2,0.5293854589255396,0.136903090032852
ENSG00000171314.8,PGAM1,-0.08085418113998204,NA,0.9355579187579268,0.01741921692109507,NA,NA,NA,2,2,2,0.0028038057813873194,0.38711745219994004
ENSG00000133731.9,IMPA1,0.08079802942899979,NA,0.9356025752354421,0.028393894322965824,NA,NA,NA,2,2,2,0.9142668224128486,0.24558048201777696
ENSG00000223802.7,CERS1,0.08079151809215546,NA,0.9356077536013111,0.0040481996000820645,NA,NA,NA,1,1,1,0.9356077536013111,0.0924559199313777
ENSG00000245522.2,RP11-540A21.2,0.08074504137039183,NA,0.9356447159011447,2.3137045989650373e-05,NA,NA,NA,1,1,1,0.9356447159011447,0.0099756735843487
ENSG00000167945.1,PRR25,0.08064904808998107,NA,0.9357210584804452,0.00035040221839435743,NA,NA,NA,1,1,1,0.9357210584804451,0.0263258482020645
ENSG00000141582.14,CBX4,-0.08063075691461563,NA,0.9357356053522384,0.005032617593933339,NA,NA,NA,1,1,1,0.9357356053522384,0.103837524068382
