gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,best_gwas_p,largest_weight
ENSG00000253522.5,MIR3142HG,1.6706068515777586,NA,0.09479935827676808,0.0005272123538652136,NA,NA,NA,1,1,1,0.09479935827676808,0.0387071160667652
ENSG00000130775.15,THEMIS2,1.6705998622873846,NA,0.09480073972154346,0.01112812454687596,NA,NA,NA,3,3,3,0.12795596215313268,0.14371887408294698
ENSG00000106123.11,EPHB6,1.669862508773804,NA,0.09494656949761361,0.016223460794466908,NA,NA,NA,1,1,1,0.0949465694976137,0.231391064149165
ENSG00000169727.12,GPS1,-1.669705954067594,NA,0.09497755515612505,0.0024095695998739516,NA,NA,NA,2,2,2,0.0955009781519817,0.0721324869729333
ENSG00000168334.8,XIRP1,-1.6696405410766602,NA,0.09499050424136382,0.009529467340344879,NA,NA,NA,1,1,1,0.09499050424136382,0.201987839902707
ENSG00000163481.7,RNF25,-1.6694722175598145,NA,0.09502383188596338,0.001003017466216232,NA,NA,NA,1,1,1,0.09502383188596338,0.11586222702789901
ENSG00000185043.10,CIB1,1.6688441311028592,NA,0.0951482741665363,0.1474131838082432,NA,NA,NA,4,4,4,0.010152026586889072,0.383841317189501
ENSG00000065268.10,WDR18,1.668493416325155,NA,0.09521781778867242,0.36590159893281404,NA,NA,NA,4,4,4,0.05964442574624034,0.7746034884218821
ENSG00000198336.9,MYL4,1.668280243873596,NA,0.09526010788009043,0.17349535964451693,NA,NA,NA,1,1,1,0.09526010788009036,1.1608042114363
ENSG00000272282.1,LINC02084,-1.668068347274121,NA,0.09530215976991996,0.25480099969483316,NA,NA,NA,2,2,2,0.0671112596209448,0.48007720623319
ENSG00000128268.11,MGAT3,1.667948857775064,NA,0.09532587958534937,0.017515364556784263,NA,NA,NA,2,2,2,0.05363401315301274,0.123583679264316
ENSG00000214226.8,C17orf67,1.667879963417804,NA,0.09533955792705229,0.013053258448178055,NA,NA,NA,2,3,3,0.12822704650967137,0.145839281613249
ENSG00000084207.15,GSTP1,-1.667738430261128,NA,0.09536766296657612,0.02783150219390019,NA,NA,NA,2,2,2,0.10404279844712701,0.127913992641489
ENSG00000130182.7,ZSCAN10,1.6673207283020017,NA,0.09545064709562001,5.1133706013397694e-05,NA,NA,NA,1,1,1,0.09545064709562,0.0120045775828447
ENSG00000175564.12,UCP3,1.667147517204285,NA,0.09548507560245251,0.0015807949640950596,NA,NA,NA,1,1,1,0.09548507560245251,0.0666084617763831
ENSG00000232653.8,GOLGA8N,1.6668390186760271,NA,0.0955464193007979,0.23852076769404806,NA,NA,NA,2,6,6,0.09536706962869404,0.42243246336517404
ENSG00000197256.10,KANK2,1.6665841341018675,NA,0.09559712588180429,0.005736272862527394,NA,NA,NA,1,1,1,0.09559712588180422,0.131382042958513
ENSG00000087085.13,ACHE,1.6665045796423452,NA,0.09561295680851634,0.01004019254707725,NA,NA,NA,2,2,2,0.11396905684864873,0.245037656776409
ENSG00000117748.9,RPA2,-1.6663240360949527,NA,0.0956488918295232,0.17386634704851178,NA,NA,NA,2,2,2,0.08570466904970127,1.1132547398198798
ENSG00000268087.1,CTC-429P9.2,1.6662845611572266,NA,0.09565675028137993,0.0005654201162448118,NA,NA,NA,1,1,1,0.09565675028137993,0.0504800939872077
ENSG00000141497.13,ZMYND15,1.666189626822466,NA,0.09567565139913664,0.019169513161673597,NA,NA,NA,2,2,2,0.15243988577098516,0.14854911035955898
ENSG00000163596.16,ICA1L,-1.6660501956939697,NA,0.09570341710469785,0.005976650815514854,NA,NA,NA,1,2,2,0.09570341710469785,0.173566944408835
ENSG00000165072.9,MAMDC2,-1.6656943586159527,NA,0.09577430618561766,0.0066123485337047615,NA,NA,NA,2,3,3,0.19724775987335486,0.128523462542528
ENSG00000165948.10,IFI27L1,1.665692583754402,NA,0.09577465987496456,0.11971481423263285,NA,NA,NA,3,4,4,0.03414299326820239,0.315951406033893
ENSG00000232931.5,LINC00342,1.6641987562179563,NA,0.09607271656150153,0.013168959118567152,NA,NA,NA,1,1,1,0.09607271656150145,0.173911695094914
ENSG00000116791.13,CRYZ,1.6633084070721926,NA,0.09625071671273969,0.8012891269456296,NA,NA,NA,4,5,5,0.036207714040909424,0.643030529951694
ENSG00000129484.13,PARP2,1.6632986068725586,NA,0.09625267745307792,0.02882379537143905,NA,NA,NA,1,1,1,0.09625267745307792,0.274762958962825
ENSG00000169217.8,CD2BP2,-1.6631170511245728,NA,0.0962890073593578,0.00010881988014921455,NA,NA,NA,1,2,2,0.0962890073593578,0.036332313418545994
ENSG00000136944.17,LMX1B,-1.6629961118478829,NA,0.09631321379723849,5.437714938941828e-06,NA,NA,NA,2,2,2,0.0809857189131355,0.0085945058338545
ENSG00000132541.10,RIDA,1.6629853248596191,NA,0.09631537308882802,0.0032321181241009717,NA,NA,NA,1,1,1,0.09631537308882802,0.0993828860212685
ENSG00000183579.15,ZNRF3,-1.6628187894821167,NA,0.09634871431944828,0.00025319425927235786,NA,NA,NA,1,1,1,0.09634871431944828,0.0696884125200355
ENSG00000138798.11,EGF,1.6623333692550657,NA,0.09644595061163133,0.008220278104953767,NA,NA,NA,1,1,1,0.09644595061163133,0.12925116192233502
ENSG00000172818.9,OVOL1,-1.6623295545578005,NA,0.09644671505832016,0.0010595366431872,NA,NA,NA,1,1,1,0.09644671505832016,0.0605491483654586
ENSG00000072864.14,NDE1,1.6611641645431519,NA,0.09668048056878918,0.012476017732469317,NA,NA,NA,1,1,1,0.09668048056878918,0.15777838982523099
ENSG00000139220.16,PPFIA2,-1.6611444582668908,NA,0.09668443734260866,0.28824729822602596,NA,NA,NA,2,2,2,0.1028428541521762,0.46324198250882104
ENSG00000260468.1,LINC01290,-1.6597650051116943,NA,0.09696173631974028,0.01875993868008298,NA,NA,NA,1,1,1,0.09696173631974028,0.201495237106041
ENSG00000130695.14,CEP85,1.6597328944783474,NA,0.09696819879616266,0.10263593592576431,NA,NA,NA,2,2,2,0.04168391483283816,0.327210490099229
ENSG00000126391.13,FRMD8,1.6593823432922363,NA,0.09703877193796259,0.000942217664969285,NA,NA,NA,1,1,1,0.09703877193796259,0.0423680522999849
ENSG00000067208.14,EVI5,1.6588648923870244,NA,0.09714302046472006,0.036379309516108786,NA,NA,NA,2,2,2,0.11365871072388395,0.239789899824148
ENSG00000112659.13,CUL9,-1.6581965029988142,NA,0.09727781040417076,0.005801230253587514,NA,NA,NA,2,2,2,0.005078727929121464,0.124528223688193
ENSG00000146828.17,SLC12A9,1.657709550309121,NA,0.09737610524258589,0.0051654325612062405,NA,NA,NA,2,2,2,0.09600531556764376,0.10430156190971801
ENSG00000240764.3,PCDHGC5,1.6576571464538572,NA,0.09738668806085668,6.029710557698899e-06,NA,NA,NA,1,1,1,0.09738668806085668,0.008313106602289141
ENSG00000177706.8,FAM20C,1.656183362007141,NA,0.09768469157115732,0.0005691693527603762,NA,NA,NA,1,2,2,0.09768469157115725,0.106603062885567
ENSG00000101230.5,ISM1,1.6561383008956911,NA,0.09769381452737629,0.09119953332354298,NA,NA,NA,1,1,1,0.09769381452737638,0.550847668272139
ENSG00000089123.15,TASP1,1.656138300895691,NA,0.09769381452737638,0.17507166400765223,NA,NA,NA,1,2,2,0.09769381452737638,0.7632083922206241
ENSG00000097096.8,SYDE2,-1.6559851367465614,NA,0.09772482883571136,0.009302268872761182,NA,NA,NA,2,2,2,0.14708237575903066,0.146410314405349
ENSG00000055813.5,CCDC85A,-1.6559462547302246,NA,0.09773270333258412,0.0009160725409152267,NA,NA,NA,1,1,1,0.09773270333258412,0.0625809789141148
ENSG00000077585.13,GPR137B,1.6558764394849215,NA,0.09774684378779344,0.03932786900243684,NA,NA,NA,3,3,3,0.12978209868150486,0.453781328645575
ENSG00000110031.12,LPXN,1.6556231975555418,NA,0.0977981494025519,0.002966856082521448,NA,NA,NA,1,1,1,0.09779814940255183,0.266496362208624
ENSG00000064218.4,DMRT3,-1.6555612087249754,NA,0.09781071132352101,0.001536254897272307,NA,NA,NA,1,1,1,0.09781071132352097,0.0546525371945084
ENSG00000164327.12,RICTOR,-1.6543802677348611,NA,0.09805027314842978,0.0030748397359664803,NA,NA,NA,2,2,2,0.09944632360327561,0.0808305079440615
ENSG00000000971.15,CFH,-1.6541643142700195,NA,0.09809413141359394,0.010350813108904483,NA,NA,NA,1,1,1,0.09809413141359394,0.146010933228481
ENSG00000167767.13,KRT80,1.654139748623845,NA,0.09809912147465207,0.009869504404295251,NA,NA,NA,2,2,2,0.11107275709039545,0.15302201606132998
ENSG00000145247.11,OCIAD2,-1.6540185213088991,NA,0.09812374955267585,0.00043955207345559226,NA,NA,NA,1,1,1,0.0981237495526759,0.0502775721946974
ENSG00000187821.8,HELT,1.6538934707641602,NA,0.0981491595182764,0.0002879157881193045,NA,NA,NA,1,1,1,0.0981491595182764,0.0405312600811245
ENSG00000067606.16,PRKCZ,-1.653641939163208,NA,0.09820028604479618,0.014396035003820102,NA,NA,NA,1,1,1,0.09820028604479618,0.20552215553915
ENSG00000112667.12,DNPH1,-1.6535066366195679,NA,0.0982277965522491,0.020910678068832633,NA,NA,NA,1,1,1,0.0982277965522491,0.33021310895919603
ENSG00000120885.21,CLU,-1.6531516313552859,NA,0.09830000757198262,0.007786191288736951,NA,NA,NA,1,1,1,0.09830000757198269,0.12417996589178698
ENSG00000037280.15,FLT4,-1.6531498732417238,NA,0.09830036529236132,0.004214874638804941,NA,NA,NA,2,2,2,0.10992970125781339,0.11042735633856
ENSG00000182541.17,LIMK2,1.652652621269226,NA,0.0984015820450089,0.0002361645159404768,NA,NA,NA,1,1,1,0.0984015820450089,0.0253188285690214
ENSG00000145920.14,CPLX2,1.652598261833191,NA,0.09841265207479193,1.1444990019454462e-05,NA,NA,NA,1,1,1,0.09841265207479193,0.00599880736252697
ENSG00000075413.17,MARK3,-1.6523655871830898,NA,0.09846004635364465,0.021165968010639892,NA,NA,NA,2,2,2,0.12128903723527933,0.13475050005596098
ENSG00000095139.13,ARCN1,1.6517343521118166,NA,0.09858871654261007,4.6946962353966204e-05,NA,NA,NA,1,2,2,0.09858871654261016,0.0312665606186157
ENSG00000088756.12,ARHGAP28,-1.6516153812408447,NA,0.0986129824504853,0.004556371997169131,NA,NA,NA,1,1,1,0.0986129824504853,0.0918846422671894
ENSG00000174586.10,ZNF497,-1.6515398025512695,NA,0.09862840034376578,0.02681993165270628,NA,NA,NA,1,1,1,0.09862840034376578,0.223732588908133
ENSG00000120963.11,ZNF706,1.6515247821807861,NA,0.0986314646969157,0.006307000457922389,NA,NA,NA,1,2,2,0.0986314646969157,0.466398821671367
ENSG00000156110.13,ADK,1.6511738835851948,NA,0.09870307425994326,0.05269320621803461,NA,NA,NA,3,3,3,0.11850122532084026,0.29342666856391497
ENSG00000076984.17,MAP2K7,1.6505822471975926,NA,0.09882390632810335,0.006879955305401187,NA,NA,NA,2,2,2,0.1230341300661334,0.15503323712375197
ENSG00000178075.19,GRAMD1C,1.650461673736572,NA,0.09884854596690695,0.031775064459594014,NA,NA,NA,1,1,1,0.09884854596690687,0.28106991640032003
ENSG00000105523.3,FAM83E,-1.6504297256469729,NA,0.09885507550058953,0.0017816553737030935,NA,NA,NA,1,2,2,0.09885507550058958,0.0639911793879712
ENSG00000152953.12,STK32B,1.6503895521163943,NA,0.0988632866342339,0.0002195527550452667,NA,NA,NA,1,1,1,0.09886328663423397,0.0691231662185431
ENSG00000053501.12,USE1,-1.6502842824527708,NA,0.09888480545551827,0.06559108511063697,NA,NA,NA,3,3,3,0.054915887446008456,0.201679161971363
ENSG00000103381.11,CPPED1,-1.649514684120637,NA,0.09904223740050208,0.034748212452916004,NA,NA,NA,4,4,4,0.062373070709771376,0.487929844315635
ENSG00000269994.1,RP11-276H19.2,-1.6494690083691104,NA,0.09905158729002966,0.019200018610423492,NA,NA,NA,2,2,2,0.060111717922702805,0.22745802252098496
ENSG00000162694.13,EXTL2,1.6492862692443653,NA,0.09908900128905926,0.02494962862070136,NA,NA,NA,2,2,2,0.10776652221072812,0.22887191845684698
ENSG00000149089.12,APIP,1.649233690711045,NA,0.09909976830446265,0.8978508891610331,NA,NA,NA,3,4,4,0.0243315637784905,0.874897536956554
ENSG00000168993.14,CPLX1,-1.6485990913349426,NA,0.09922979502083784,0.03460043155676052,NA,NA,NA,2,2,2,0.005191803982022083,0.407922116047342
ENSG00000172380.5,GNG12,-1.6484051942825317,NA,0.099269550845119,0.006884062892027227,NA,NA,NA,1,1,1,0.099269550845119,0.124743795794881
ENSG00000178307.9,TMEM11,1.6472270488739011,NA,0.09951138605777009,0.0003630321394928667,NA,NA,NA,1,1,1,0.09951138605777009,0.0391251047073935
ENSG00000103540.16,CCP110,1.6469048902537713,NA,0.09957759658911605,0.01775484549847378,NA,NA,NA,3,3,3,0.0025879477079145887,0.12643563463320198
ENSG00000239779.6,WBP1,-1.6468289401059333,NA,0.0995932110974766,0.005569298339124843,NA,NA,NA,2,2,2,0.0989318233145796,0.128420380560538
ENSG00000198515.13,CNGA1,-1.6462913306732145,NA,0.09970379348850304,0.36034714152541003,NA,NA,NA,3,3,3,0.060481214355778606,0.72870770634618
ENSG00000010361.13,FUZ,1.6461258588067975,NA,0.099737849564823,0.005815716843786202,NA,NA,NA,2,2,2,0.05260946999629935,0.260654397207499
ENSG00000196417.12,ZNF765,1.6458221961296577,NA,0.09980037108842116,0.029895466741578405,NA,NA,NA,2,2,2,0.08706604590072188,0.196715702726513
ENSG00000184584.12,TMEM173,-1.6442877054214478,NA,0.10011678770052457,0.021299977531610302,NA,NA,NA,1,1,1,0.10011678770052457,0.290217953933414
ENSG00000127337.6,YEATS4,1.6441624737196792,NA,0.100142646118928,0.18265156117093911,NA,NA,NA,3,3,3,0.05808575559377084,0.6778407467972221
ENSG00000159593.14,NAE1,-1.6441421508789062,NA,0.10014684297482547,0.0022142067292800012,NA,NA,NA,1,1,1,0.10014684297482547,0.0660752426158857
ENSG00000145743.15,FBXL17,-1.6439982548034509,NA,0.10017656286646183,0.013544513217934236,NA,NA,NA,2,2,2,0.083471719428102,0.228712882002435
ENSG00000146411.5,SLC2A12,1.6434498424053323,NA,0.10028989489884858,0.008788819370104527,NA,NA,NA,2,2,2,0.025063306723550387,0.115115455094915
ENSG00000148734.7,NPFFR1,1.6427441873285493,NA,0.10043587222959624,0.00047751127882931,NA,NA,NA,2,2,2,0.07869782476481746,0.0320980859804205
ENSG00000138442.9,WDR12,1.642708420753479,NA,0.10044327569058809,0.00014570439665643632,NA,NA,NA,1,1,1,0.10044327569058809,0.0271003191141146
ENSG00000101557.14,USP14,1.6425739053423543,NA,0.10047112344764844,0.0008359066547851542,NA,NA,NA,2,2,2,0.1583612356511206,0.0922918185983232
ENSG00000085563.14,ABCB1,-1.6421875953674319,NA,0.10055113263615256,0.0006263592463329397,NA,NA,NA,1,1,1,0.10055113263615262,0.122448872798057
ENSG00000198948.11,MFAP3L,1.6421867358133238,NA,0.10055131071618677,0.029134269710450245,NA,NA,NA,2,2,2,0.06906191621959488,0.16188067909878398
ENSG00000135919.12,SERPINE2,1.6415657997131345,NA,0.10068002022734808,0.003153161423469548,NA,NA,NA,1,1,1,0.10068002022734801,0.08371582430265699
ENSG00000164975.15,SNAPC3,-1.6415506903934463,NA,0.10068315376830968,0.007397448294722834,NA,NA,NA,2,2,2,0.062108134080062605,0.122773062339756
ENSG00000123892.11,RAB38,-1.6414245123812679,NA,0.10070932502094435,0.09774222651931092,NA,NA,NA,4,4,4,0.18884010304169085,0.70561382376233
ENSG00000144426.18,NBEAL1,1.6411144733428955,NA,0.10077365489321086,0.01089219535614109,NA,NA,NA,1,1,1,0.10077365489321086,0.234312677847853
ENSG00000113649.11,TCERG1,-1.6406541234245249,NA,0.10086923310791,0.0005403196696561773,NA,NA,NA,2,2,2,0.12176144978979793,0.0619676531498019
ENSG00000151025.9,GPR158,1.640531659126282,NA,0.1008946714018865,0.0004537284924974741,NA,NA,NA,1,1,1,0.10089467140188658,0.0533134332569672
ENSG00000079385.21,CEACAM1,-1.640430927276611,NA,0.10091559926101167,0.0007167385851672203,NA,NA,NA,1,1,1,0.1009155992610116,0.0635654180934761
ENSG00000135314.12,KHDC1,-1.6402096819523053,NA,0.10096157691292758,0.02513149686562513,NA,NA,NA,3,3,3,0.22836582327482213,0.381026036962609
ENSG00000176092.14,AIM1L,1.6402000865306459,NA,0.10096357134371582,0.028545480891968237,NA,NA,NA,2,2,2,0.0563946378244402,0.193074760410157
ENSG00000182836.9,PLCXD3,-1.640046000480652,NA,0.10099560278827072,0.0007634083110595361,NA,NA,NA,1,1,1,0.1009956027882708,0.05113211539167099
ENSG00000161677.11,JOSD2,-1.6396065824074153,NA,0.10108699358842434,0.009012375505774696,NA,NA,NA,3,3,3,0.012369446260371621,0.27670406795931
ENSG00000164053.19,ATRIP,-1.6395982765341925,NA,0.10108872169002577,0.00911881976731906,NA,NA,NA,2,2,2,0.12709336350435413,0.145578024827727
ENSG00000261175.5,LINC02188,1.6387358903884888,NA,0.10126827595446342,1.1411018374745402e-06,NA,NA,NA,1,1,1,0.10126827595446342,0.00510021415575325
ENSG00000242110.7,AMACR,-1.638667106628418,NA,0.10128260810092624,0.08397829984879333,NA,NA,NA,1,2,2,0.10128260810092624,0.448898285150951
ENSG00000101017.13,CD40,-1.6382549901330883,NA,0.10136851270458448,0.0877295440448417,NA,NA,NA,2,2,2,0.06517393562890471,0.335683284221704
ENSG00000256053.7,APOPT1,-1.6377041339874265,NA,0.10148342783300728,0.0053089560599796914,NA,NA,NA,1,2,2,0.10148342783300723,0.111521137059591
ENSG00000256427.1,RP11-118B22.4,1.6374766529044253,NA,0.10153091334177496,0.0959756373423781,NA,NA,NA,3,3,3,0.08169132130393553,0.298784460566111
ENSG00000220205.8,VAMP2,1.6366512775421145,NA,0.10170335479019534,0.0010238283481884694,NA,NA,NA,1,1,1,0.1017033547901954,0.0486639954851819
ENSG00000274828.1,RP11-567M16.6,1.6363718740389757,NA,0.10176178193375224,0.1466335848615504,NA,NA,NA,4,4,4,0.06287778291848055,0.576296719682775
ENSG00000103485.17,QPRT,1.6358631849288943,NA,0.10186822448604733,0.005141104566938419,NA,NA,NA,1,1,1,0.10186822448604739,0.20681725403010398
ENSG00000260360.1,RP11-533E19.5,1.635821759699847,NA,0.10187689656407979,1.3658136243419812e-05,NA,NA,NA,2,2,2,0.12423252789688762,0.00776605854329279
ENSG00000134072.10,CAMK1,1.6352943181991575,NA,0.10198736408809198,0.0002192350256282366,NA,NA,NA,1,1,1,0.10198736408809195,0.0811439538398193
ENSG00000128294.15,TPST2,1.6352009773254397,NA,0.10200692335753325,0.003914710306558205,NA,NA,NA,1,1,1,0.10200692335753331,0.0855445604208679
ENSG00000091947.9,TMEM101,-1.63512676031307,NA,0.10202247741616631,0.0009522027782382618,NA,NA,NA,2,3,3,0.12600319270311938,0.0822923909324974
ENSG00000268945.1,CTD-2192J16.26,-1.6348656415939329,NA,0.10207721647609297,0.0010525779642732785,NA,NA,NA,1,1,1,0.10207721647609297,0.183820848612379
ENSG00000101470.9,TNNC2,1.6345646381378174,NA,0.102140345687846,8.050196410151679e-07,NA,NA,NA,1,1,1,0.102140345687846,0.0043898156594595105
ENSG00000141027.20,NCOR1,-1.6343350410461426,NA,0.10218851978674579,0.006366532454010053,NA,NA,NA,1,1,1,0.10218851978674579,0.109836920027623
ENSG00000120903.12,CHRNA2,-1.6342636942012025,NA,0.10220349347522781,0.002512553386286709,NA,NA,NA,2,2,2,0.032160922403511455,0.0850083610205495
ENSG00000273448.1,RP11-166O4.6,1.6342395544052124,NA,0.10220856013220177,7.178507985154474e-06,NA,NA,NA,1,2,2,0.10220856013220177,0.0050230672949282
ENSG00000165629.19,ATP5C1,1.6335646261619792,NA,0.1023503005069979,0.005063766301565878,NA,NA,NA,2,2,2,0.10218546772391654,0.100954784182139
ENSG00000183807.7,FAM162B,-1.6331982761627117,NA,0.10242730242516376,0.006291917753772296,NA,NA,NA,2,2,2,0.10270985755563385,0.133724730885902
ENSG00000198700.9,IPO9,1.6328105177331755,NA,0.10250885431632537,0.00027705504361031703,NA,NA,NA,2,2,2,0.10349718060909546,0.0361534637647034
ENSG00000143816.7,WNT9A,-1.6326650381088257,NA,0.10253946436554971,6.361482740651317e-06,NA,NA,NA,1,1,1,0.10253946436554971,0.008082931068434279
ENSG00000100276.9,RASL10A,1.6324474811553955,NA,0.10258525361572816,2.528610661702983e-05,NA,NA,NA,1,1,1,0.10258525361572816,0.0220229060773095
ENSG00000085998.13,POMGNT1,1.632275910344192,NA,0.1026213756255976,0.009621152959061727,NA,NA,NA,2,2,2,0.120765474688639,0.13738746286632902
ENSG00000122140.10,MRPS2,1.6321531534194949,NA,0.10264722671355646,0.00016412785146631368,NA,NA,NA,1,1,1,0.10264722671355651,0.0611670241620751
ENSG00000183801.7,OLFML1,1.6317492723464968,NA,0.10273231562603159,0.0004231019232747784,NA,NA,NA,1,1,1,0.10273231562603159,0.052499114184457
ENSG00000172889.15,EGFL7,1.6316823959350586,NA,0.10274641043648354,0.00044629264685154654,NA,NA,NA,1,1,1,0.10274641043648354,0.0372569749499504
ENSG00000112685.13,EXOC2,-1.631244999705809,NA,0.10283863359254082,0.18727262378694565,NA,NA,NA,3,3,3,0.06393049968908913,0.46342633385114096
ENSG00000076924.11,XAB2,1.6309887170791628,NA,0.10289270028850434,0.011591399816184672,NA,NA,NA,1,1,1,0.10289270028850434,0.213683604151051
ENSG00000217555.12,CKLF,-1.6309648752212522,NA,0.10289773123815806,0.0001409722133378364,NA,NA,NA,1,1,1,0.10289773123815806,0.0593439612805782
ENSG00000114529.12,C3orf52,1.630664133735206,NA,0.10296120849774268,0.0019670393529521673,NA,NA,NA,3,3,3,0.0526927703456339,0.0461082939814084
ENSG00000115946.7,PNO1,-1.6301663448095476,NA,0.1030663448269464,0.003233846309971872,NA,NA,NA,2,2,2,0.10372725483746109,0.0865404459311342
ENSG00000188404.8,SELL,1.6301387548446657,NA,0.1030721745068565,0.004130864778031566,NA,NA,NA,1,1,1,0.10307217450685653,0.0959451817867212
ENSG00000227885.1,RP11-79N23.1,-1.6299022861804815,NA,0.1031221504075727,0.017940398302624137,NA,NA,NA,2,2,2,0.040716884555183436,0.145507183626055
ENSG00000114026.21,OGG1,-1.6296858861482784,NA,0.1031679018337598,1.1128764851252002e-05,NA,NA,NA,2,2,2,0.0709139274787746,0.0086501111998712
ENSG00000162300.11,ZFPL1,1.6295822858810427,NA,0.10318981077721172,8.867052746372071e-05,NA,NA,NA,1,1,1,0.10318981077721179,0.0599772724134222
ENSG00000232040.2,ZBED9,1.629568576812744,NA,0.10319271018973311,0.0004746157408356473,NA,NA,NA,1,1,1,0.10319271018973307,0.0390617178963687
ENSG00000269067.1,ZNF728,1.6291535970189215,NA,0.10328050739881484,0.017263673937420832,NA,NA,NA,3,3,3,0.0278819657421189,0.149724711414878
ENSG00000096080.11,MRPS18A,-1.6288131475448608,NA,0.10335258057716558,0.0001149043428246108,NA,NA,NA,1,1,1,0.10335258057716558,0.0366830652694393
